code,title,Availabilities,Curriculum,RulesPrereqs,RulesPrereqsList,RulesCoreqs,RulesCoreqsList,RulesIncomps,RulesPrereqsList
MSCI4002,"Research Methodology, Data Acquisition and Evaluation Part 2",163964;163965,,"an undergraduate major in chemistry, biochemistry and molecular biology, genetics, or a cognate discipline",46519;46520;46521,Nil,46492,Nil,46519;46520;46521
MSCI4003,"Research Methodology, Data Acquisition and Evaluation Part 3",163966;163967,,"an undergraduate major in chemistry, biochemistry and molecular biology, genetics, or a cognate discipline",46504;46505;46506,Nil,46507,Nil,46504;46505;46506
MSCI4004,"Research Methodology, Data Acquisition and Evaluation Part 4",163968;163969,,"an undergraduate major in chemistry, biochemistry and molecular biology, genetics, or a cognate discipline",46549;46550;46551,Nil,46552,Nil,46549;46550;46551
CHEM4001,"Advanced Studies in Chemistry",163970,,"enrolment in the Master of Biotechnology (71580) or Bachelor of Science (Honours) (BH004)",47067;47068,Nil,23044,Nil,47067;47068
APHB4001,"Scientific Communication Part 1",158923;158924,"HON-PHYGY Physiology (BSc (Hons)|*|) as core [Active]; 
HON-NEURS Neuroscience (BSc (Hons)|*|) as core [Active]; 
HON-ANHBY Anatomy and Human Biology (BSc (Hons)|*|) as core [Active];","enrolment in Bachelor of Science (Honours) (BH004) or the Bachelor of Philosophy (Honours) (BH005)",50751;50752;50753;50754;50755,"APHB4002 Research Design and Analysis Part 1 and (APHB5514 Honours Dissertation Part 1 or NEUR5514 Neuroscience Honours Dissertation Part 1) and (APHB5515 Honours Dissertation Part 2 or NEUR5515 Neuroscience Honours Dissertation Part 2)",152426;152427;152428;152429;152430;152431;152432;152433;152434,nil,50751;50752;50753;50754;50755
APHB4008,"Scientific Communication Part 2",158925,"HON-PHYGY Physiology (BSc (Hons)|*|) as core [Active]; 
HON-NEURS Neuroscience (BSc (Hons)|*|) as core [Active]; 
HON-ANHBY Anatomy and Human Biology (BSc (Hons)|*|) as core [Active];","enrolment in the Bachelor of Science (Honours) (BH004) or the Bachelor of Philosophy (Honours) (BH005)",50985;50986;50987;50988;50989,"(APHB5516 Honours Dissertation Part 3 or NEUR5516 Neuroscience Honours Dissertation Part 3) and (APHB5517 Honours Dissertation Part 4 or NEUR5517 Neuroscience Honours Dissertation Part 4)",153975;153976;153977;153978;153979;153980;153981;153982;153983,nil,50985;50986;50987;50988;50989
POLS5501,"The Politics of Public Policy",172221,"HON-POLSC Political Science and International Relations (BA (Hons)|*|) as option [Active]; 
HON-LWSOC Law and Society (BA (Hons)|*|) as option [Active]; 
HON-BSLAW Business Law (BCom (Hons)|*|) as option [Active]; 
HON-CRIMN Criminology (BA (Hons)|*|) as option [Active]; 
HON-HUMAR Human Rights (BHUMR (Hons)|*|) as option [Active]; 
51580 Master of Science Communication (coursework or coursework and dissertation) as core [Drafted for 2025]; 
11380 Graduate Diploma in International Relations as option [Active]; 
11580 Master of International Relations (coursework or coursework and dissertation) as option [Active]; 
21530 Master of Law, Policy and Government (coursework) as core [Active] [unique]; 
21340 Graduate Diploma in Law, Policy and Government as core [Active]; 
42580 Master of Public Policy (coursework or coursework and dissertation) as core [Active]; 
42280 Graduate Certificate in Public Policy as option [Active]; 
62540 Master of Ocean Leadership (coursework) as option [Active]; 
93610 Master of Advanced Clinical Practice (coursework or coursework and dissertation) as option [Drafted from 2026];",Nil.,,Nil.,,"LAWS5214 Public Policy",
LAWS5215,"Risk Regulation",159581,"HON-LWSOC Law and Society (BA (Hons)|*|) as option [Active]; 
HON-BSLAW Business Law (BCom (Hons)|*|) as option [Active]; 
HON-CRIMN Criminology (BA (Hons)|*|) as option [Active]; 
20820 Juris Doctor as option [Active]; 
20500 Master of Laws (coursework) as option [Proposed from 2026]; 
20370 Graduate Diploma in Mining and Energy Law as option [Active]; 
20320 Graduate Diploma in Law as option [Active]; 
20550 Master of Mining and Energy Law (coursework) as option [Proposed for 2025]; 
21530 Master of Law, Policy and Government (coursework) as option [Active]; 
21340 Graduate Diploma in Law, Policy and Government as option [Active]; 
42580 Master of Public Policy (coursework or coursework and dissertation) as core in Law [Active]; 
42280 Graduate Certificate in Public Policy as option [Active]; 
21580 Master of Laws (coursework and dissertation) as option [Proposed]; 
21570 Master of Laws (coursework) (extended) as option [Proposed];",Nil.,182115;182116;182117;182118;182119;182120;182121;182122;182123;182124;182125;182126;182127,Nil.,,Nil.,182115;182116;182117;182118;182119;182120;182121;182122;182123;182124;182125;182126;182127
BLDG5100,"BIM Dimensions",163971;163972,"25540 Master of Building Information Modelling (coursework) as core [Active]; 
25340 Graduate Diploma in Building Information Modelling as core [Active];","Students must be enrolled in 25540 Master of Building Information Modelling (coursework) or 25560 Master of Building Information Modelling (Online) (coursework) or Master of Architecture or Graduate Diploma in Building Information Modelling (25340)",,"BLDG5000 BIM Authors Online or BLDG5001 BIM Authors Online or BLDG5050 BIM Dynamo or BLDG5051 BIM Dynamo Online",89451;89452,"BLDG5101 BIM Dimensions Online (ID 7084)",
HIST3014,"Intimate Strangers: Journeys in Indigenous Australian History",161281;161283,"MJD-HISTY History (BA|*|) as option [Active]; 
MJD-INKHH Indigenous Knowledge, History and Heritage (BA|*|) as option [Active];","a Level 2 History unit or EURO2201 European Civilisation or GEND2902 Men and Masculinities in History or any Level 2 unit from the Indigenous Knowledge, History and Heritage major",,nil,,nil,
COMM5701,"Strategic Communications in a Digital Era",160918,"HON-CMMST Communication and Media Studies (BA (Hons)|*|) as option [Active]; 
51580 Master of Science Communication (coursework or coursework and dissertation) as core [Active from 2026]; 
51580 Master of Science Communication (coursework or coursework and dissertation) as option [Active]; 
12520 Master of Translation Studies (coursework or coursework and dissertation) as option [Active from 2026]; 
12540 Master of Strategic Communication (coursework or coursework and dissertation) as core [Active] [unique]; 
12340 Graduate Diploma in Strategic Communication as core [Active]; 
12240 Graduate Certificate in Strategic Communication as option [Active]; 
41390 Graduate Certificate in Digital Marketing as core [Active];",Nil,,Nil,,Nil,
ARCT5506,"Conservation Planning in Practice",163973,"25240 Graduate Certificate in Architectural Conservation as option [Active];","ARCT5583 Introduction to Architectural Conservation (formerly ARCT5583 Heritage and Conservation)",51828,Nil,51829;51830,Nil,51828
ARCT5507,"Conservation Planning—Developed Research Project on Adaptive Reuse",163974,"25240 Graduate Certificate in Architectural Conservation as option [Active];","ARCT5583 Introduction to Architectural Conservation (formerly ARCT5583 Heritage and Conservation) or ARCT5505 Conservation in Cultural Landscapes, Historic Towns and Urban Precincts; and ARCT5506 Conservation Planning in Practice",,Nil,,Nil,
ARCT5509,"Practical Building Conservation—Developed Research Project on a Building Construction System",163975,"25240 Graduate Certificate in Architectural Conservation as option [Active];","ARCT5508 Practical Building Conservation and [ARCT5583 Introduction to Architectural Conservation (formerly ARCT5583 Heritage and Conservation) or ARCT5505 Conservation in Cultural Landscapes, Historic Towns and Urban Precincts]",,Nil,,Nil,
COMM5702,"Digital Media: Theory and Practice",161844,"HON-CMMST Communication and Media Studies (BA (Hons)|*|) as option [Active]; 
51580 Master of Science Communication (coursework or coursework and dissertation) as option [Active]; 
12520 Master of Translation Studies (coursework or coursework and dissertation) as option [Active from 2026]; 
12540 Master of Strategic Communication (coursework or coursework and dissertation) as core [Active] [unique]; 
12340 Graduate Diploma in Strategic Communication as core [Active]; 
12240 Graduate Certificate in Strategic Communication as option [Active];",Nil,,Nil,,Nil,
ACCT5706,"Ethics, Risk and Technology",167568;167569;167570,"42340 Graduate Diploma in Commerce (Chartered Accounting) as core [Active]; 
42660 Master of Professional Accounting (Chartered Accounting) (coursework) as core [Active];","ACCT5432 Introductory Financial Accounting
ECON5541 Economics for Business: Applications and Policy
MGMT5504 Data Analysis and Decision Making
ACCT5511 Intermediate Corporate Financial Accounting
ACCT5522 Principles of Auditing
ACCT5531 Financial Accounting: Theory and Practice
ACCT5633 Accounting for Planning and Control
ACCT5637 Principles of Taxation
FINA5533 Finance Essentials
LAWS5508 Commercial and Company Law
MGMT5506 Ethics and Sustainability Management",30683;30684;30685;30686;30687;30688;30689;30690,Nil,144529;144530;144531;144532,Nil,30683;30684;30685;30686;30687;30688;30689;30690
COMM5703,"Strategic Communications Planning and Management",160921,,Nil,,Nil,,Nil,
COMM5704,"Global Media and Cross-cultural Communication",160924,"HON-ASSTD Asian Studies (BA (Hons)|*|) as core [Active]; 
51580 Master of Science Communication (coursework or coursework and dissertation) as core [Active]; 
12540 Master of Strategic Communication (coursework or coursework and dissertation) as core [Active]; 
12340 Graduate Diploma in Strategic Communication as core [Active]; 
12240 Graduate Certificate in Strategic Communication as option [Active];",Nil,,Nil,,Nil,
COMM5705,"Representation and Promotion",160925,"51580 Master of Science Communication (coursework or coursework and dissertation) as option [Active];",Nil,,Nil,,Nil,
STAT2062,"Fundamentals of Probability with Applications",163980,"MJD-MTHST Mathematics and Statistics (BSc|*|) as core [Active]; 
MJD-EMATH Mathematics (BMath|*|) as core [Active]; 
MJD-MATHS Mathematics (BSc|*|) as option [Active]; 
MJD-STATS Statistics (BSc|*|) as core [Active];","MATH1011 Multivariable Calculus <strong>and</strong>  MATH1012 Mathematical Theory and Methods",115129;115130;115131;115132;115133;115134;115135,Nil,35266,"STAT2061 Probability and Mathematical Statistics",115129;115130;115131;115132;115133;115134;115135
HART2276,"Prints from Dürer to Toulouse-Lautrec",163981,"Unattached elective in BA","HART1000 Great Moments in Art (formerly VISA1000) or HART1003 Ways of Seeing: Themes and Theories in Art",,Nil,,"VISA2276 The Art of Printmaking: a Cultural History, HART3276 Prints from Dürer to Toulouse-Lautrec",
LAWS5132,"Income Taxation Law",159470,"20820 Juris Doctor as option [Active]; 
20500 Master of Laws (coursework) as option [Active]; 
20320 Graduate Diploma in Law as option [Active]; 
20550 Master of Mining and Energy Law (coursework) as option [Active]; 
21550 Master of Taxation Law (coursework or coursework and dissertation) as option [Active]; 
21350 Graduate Diploma in Taxation Law as option [Active]; 
21560 Master of Legal Practice (coursework) [Group C] [Active];","for Juris Doctor (JD) students: LAWS4101 Foundations of Law and Lawyering and 30 points from: LAWS4102 Criminal Law, LAWS4103 Contract, LAWS4104 Property, LAWS4106 Torts, LAWS4107 Land Law, LAWS4108 Foundations of Public Law, LAWS5106 Legal Theory and Ethics or LAWS4109 Legal Theory and Ethics)",98026;98027;98028;98029;98030;98031;98032;98033;98034;98035;98036;98037;98038;98039;98040;98041;98042,Nil.,,"LAWS3362 Income Taxation Law",98026;98027;98028;98029;98030;98031;98032;98033;98034;98035;98036;98037;98038;98039;98040;98041;98042
GEOP4002,"Near-Surface and Environmental Geophysics",163982,"HON-GEOGY Earth Science (BSc (Hons)|*|) as option [Active]; 
HON-GEOPH Geophysics (BSc|*|) as core [Active]; 
72550 Master of Geoscience (coursework or coursework and dissertation) as option [Active]; 
72540 Master of Hydrogeology (coursework or coursework and dissertation) as option [Active]; 
73540 Master of Energy Geoscience (coursework or coursework and dissertation) as core [Active from 2025];",Nil,47949;47950;47951;47952;47953,Nil,12101,Nil,47949;47950;47951;47952;47953
GEOP4001,"Exploration Seismology",163983,"HON-GEOPH Geophysics (BSc) as core [Active];","PHYS1001 Physics for Scientists and Engineers (or equivalent) and MATH1002 Mathematical Methods 2 (or equivalent)",115701;115702;115703;115704,Nil,,Nil,115701;115702;115703;115704
LAWS5158,"Mediation Practice and Skills",172017,"20820 Juris Doctor as option [Active];","Juris Doctor (JD) students: LAWS4101 Foundations of Law and Lawyering and LAWS5109 Dispute Resolution and 54 points from: LAWS4102 Criminal Law, LAWS4103 Contract, LAWS4104 Property, LAWS4106 Torts, LAWS4107 Land Law, LAWS4108 Foundations of Public Law, LAWS5106 Legal Theory and Ethics or LAWS4109 Legal Theory and Ethics LAWS5101 Constitutional Law LAWS5103 Equity and Trusts LAWS5104 Corporations Law LAWS5105 Remedies LAWS5102 Administrative Law",224642;224643;224644;224645;224646;224647;224648;224649;224650;224651;224652;224653;224654;224655;224656;224657;224658;224659;224660;224661;224662,Nil,,Nil,224642;224643;224644;224645;224646;224647;224648;224649;224650;224651;224652;224653;224654;224655;224656;224657;224658;224659;224660;224661;224662
ARCT3040,"Advanced Design Thinking",163984,"MJD-IDSGN Integrated Design (BA|*|) as core [Active]; 
MJD-ARCTA Architecture A (BEnvDes|*|) as option [Active];","ARCT2000 Architecture Studio 2 (incorporating former IDES2001 Design Communication) or  ARLA2001 Design Studio—Future Making (incorporating former IDES2040 Future Making) or 
IDES2001 Design Communication or IDES2040 Design Studio—Future Making",,Nil,,"IDES3010 Advanced Design Thinking",
URBD1000,"Introduction to Urban Design",163985;163986,"MJD-ENGEO Environmental Geography and Planning (BEnvDes|*|) as core [Active];",Nil,,Nil,,Nil,
LAWS5117,"Advanced Evidence and Proof",171973,"20820 Juris Doctor as option [Active]; 
20500 Master of Laws (coursework) as option [Proposed for 2025]; 
20320 Graduate Diploma in Law as option [Proposed for 2025]; 
21560 Master of Legal Practice (coursework) [Group C] [Active]; 
21580 Master of Laws (coursework and dissertation) as option [Proposed]; 
21570 Master of Laws (coursework) (extended) as option [Proposed];","For Juris Doctor (JD) students: LAWS4101 Foundations of Law and Lawyering and 30 points from: LAWS4102 Criminal Law, LAWS4103 Contract, LAWS4104 Property, LAWS4106 Torts, LAWS4107 Land Law, LAWS4108 Foundations of Public Law, LAWS5106 Legal Theory and Ethics or LAWS4109 Legal Theory and Ethics); for all other students: LAWS3310 Evidence",97826;97827;97828;97829;97830;97831;97832;97833;97834;97835;97836;97837;97838;97839;97840;97841;97842;97843,Nil.,,"LAWS3327 Advanced Evidence and Proof",97826;97827;97828;97829;97830;97831;97832;97833;97834;97835;97836;97837;97838;97839;97840;97841;97842;97843
